山不在高，有仙则名。水不在深，有龙则灵。	陋室铭
偷弹清泪寄烟波，见江头故人，为言憔悴如许。	剑器近·夜来雨
豪华尽成春梦，留下古今愁。	诉衷情令·长安怀古
池上凭阑愁无侣。奈此个、单栖情绪。	甘草子·秋暮
万里妾心愁更苦，十春和泪看婵娟。	望江南·燕塞雪
客醉倚河桥，清光愁玉箫。	菩萨蛮·何须急管吹云暝
春衫著破谁针线。点点行行泪痕满。	青玉案·年年社日停针线
芳草断烟南浦路，和别泪，看青山。	江城子·赏春
那堪疏雨滴黄昏。更特地、忆王孙。	少年游·栏干十二独凭春
才过斜阳，又是黄昏雨。	蝶恋花·笑艳秋莲生绿浦
雁足无书古塞幽。一程烟草一程愁。	鹧鸪天·卫县道中有怀其人
此际闲愁郎不共，月移窗罅春寒重。	蝶恋花·和漱玉词
满腹诗书漫古今，频年流落易伤心。	在金日作·选二
争教清泪不成冰？好处便轻别。	好事近·帘外五更风
朝落暮开空自许。竟无人解知心苦。	蝶恋花·笑艳秋莲生绿浦
寒食时看郭外春，野人无处不伤神。	寒食诗
不系雕鞍门前柳，玉容寂寞见花羞，冷风儿吹雨黄昏后。	春闺怨·不系雕鞍门前柳
佳期大堤下，泪向南云满。	大堤曲
飞鸿过也。万结愁肠无昼夜。	减字木兰花·题雄州驿
但凭阑无语，烟花三月春愁。	扬州慢·琼花
千年忠义气，日星光。离骚读罢总堪伤。	小重山·端午
玉屏风冷愁人。醉烂漫、梅花翠云。	柳梢青·与龟翁登研意观雪怀癸卯岁腊朝断桥并马之游
不尽眼中青，是愁来时节。	石州慢·寒水依痕
唯有闲愁将不去，依旧住，伴人直到黄昏雨。	渔家傲·诗句一春浑漫与
秋寂寞。秋风夜雨伤离索。	忆秦娥·季温老友归樵阳人来闲书因以为寄
试上铜台歌舞处，惟有秋风愁杀人。	邺都引
草绿裙腰山染黛，闲恨闲愁侬不解。	天仙子·草绿裙腰山染黛
道人憔悴春窗底。闷损阑干愁不倚。	玉楼春·红酥肯放琼苞碎
万里烟尘。回首中原泪满巾。	采桑子·彭浪矶
送客自伤身易老，不知何处待先生。	赠道者
伤心莫语，记那日旗亭，水嬉散尽，中酒阻风去。	摸鱼儿·午日雨眺
自昔佳人多薄命，对古来、一片伤心月。	贺新郎·用前韵送杜叔高
更倾寒食泪，欲涨冶城潮。	壬辰寒食
月色穿帘风入竹，倚屏双黛愁时。	临江仙·月色穿帘风入竹
愁绝行人天易暮，行向鹧鸪声里住。	菊花新·用韵送张见阳令江华
山亭水榭秋方半。凤帏寂寞无人伴。	菩萨蛮·山亭水榭秋方半
阁道步行月，美人愁烟空。	上之回
徙倚霜风里，落日伴人愁。	水调歌头·定王台
独树沙边人迹稀，欲行愁远暮钟时。	赋得沙际路送从叔象
莫道伤高恨远，付与临风笛。	六么令·雪残风信
使君怜小阮，应念倚门愁。	送王牧往吉州谒王使君叔
参军春思乱如云，白发题诗愁送春。	春日西湖寄谢法曹韵
阑干倚遍重来凭。泪粉偷将红袖印。	玉楼春·去时梅萼初凝粉
泪眼不曾晴，眉黛愁还聚。	卜算子·风雨送人来
十年花骨东风泪，几点螺香素壁尘。	鹧鸪天·搭柳栏干倚伫频
西望雷塘何处是？香魂零落使人愁，淡烟芳草旧迷楼。	浣溪沙·红桥
秋静见旄头，沙远席羁愁。	塞下曲
草草兴亡休问，功名泪、欲盈掬。	霜天晓角·仪真江上夜泊
宫粉雕痕，仙云堕影，无人野水荒湾。	高阳台·落梅
算翠屏应是，两眉馀恨倚黄昏。	南浦·旅怀
至今云雨带愁容，月斜江上，征棹动晨钟。	临江仙·峭壁参差十二峰
云鬟绿鬓罢梳结，愁如回飙乱白雪。	久别离
雨窗和泪摇湘管。意长笺短。	后庭花·一春不识西湖面
为当时曾写榴裙，伤心红绡褪萼。	澡兰香·淮安重午
王母欢阑琼宴罢，仙人泪满金盘侧。	满江红·代王夫人作
日永如年愁难度。高城回首，暮云遮尽，目断人何处？	青玉案·丝槐烟柳长亭路
行人怅望王孙去，买断金钗十二愁。	咏草
中州遗恨，不知今夜几人愁。	水调歌头·和马叔度游月波楼
嗟险阻，叹飘零。关山万里作雄行。	鹧鸪天·祖国沉沦感不禁
十年愁眼泪巴巴。今日思家。明日思家。	一剪梅·怀旧
荒烟凉雨助人悲，泪染衣襟不自知。	送和甫至龙安微雨
日边消息空沈沈。画眉楼上愁登临。	忆秦娥·花深深
孤客伤逝湍，徒旅苦奔峭。	七里濑
蜡泪恼东风，旧垒眠新燕。	生查子·鞭影落春堤
碧窗斜月蔼深晖，愁听寒螀泪湿衣。	秋闺思二首
晚霁江天好，分明愁杀人。	始安秋日
马上离魂衣上泪。各自个、供憔悴。	酷相思·月挂霜林寒欲坠
黄花本是无情物，也共先生晚节香。	过菊江亭
记得旧时，探梅时节。老来旧事无人说。	踏莎行·雪似梅花
那里有闹红尘香车宝马？祗不过送黄昏古木寒鸦。	古蟾宫·元宵
绣帏人念远，暗垂珠泪，泣送征轮。	凤箫吟·锁离愁
中年亲友难别，丝竹缓离愁。	水调歌头·安石在东海
秋至捣罗纨，泪满未能开。	悼室人
儿女此情同。往事朦胧。湘娥竹上泪痕浓。	浪淘沙·赋虞美人草
愁凝处，渺渺残照红敛。	宴清都·秋感
只匆匆眺远，早觉闲愁挂乔木。	八归·秋江带雨
岳王祠畔，杨柳烟锁古今愁。	水调歌头·题李季允侍郎鄂州吞云楼
见说新愁，如今也到鸥边。	高阳台·西湖春感
同为懒慢园林客，共对萧条雨雪天。	雪夜小饮赠梦得
歌声未尽处，先泪零。	绮寮怨·上马人扶残醉
燕子归来依旧忙。忆君王。月破黄昏人断肠。	忆君王·依依宫柳拂宫墙
共说春来春去事，多时。一点愁心入翠眉。	南乡子·花落未须悲
愁望春归，春到更无绪。	祝英台近·剪鲛绡
老景萧条，送君归去添凄断。	烛影摇红·送会宗
谁怜旅愁荏苒。谩长门夜悄，锦筝弹怨。	解连环·孤雁
晚鸦飞去，一枝花影送黄昏。	婆罗门引·春尽夜
曲径穿花寻蛱蝶，虚阑傍日教鹦鹉。	满江红·小院深深
罗袂从风轻举，愁杀采莲女！	应天长·平江波暖鸳鸯语
尽无言、闲品秦筝，泪满参差雁。	薄幸·青楼春晚
却愁拥髻向灯前，说不尽、离人话。	一络索·过尽遥山如画
天外凤凰谁得髓？无人解合续弦胶。	读韩杜集
乍咽凉柯，还移暗叶，重把离愁深诉。	齐天乐·蝉
故人何处。带我离愁江外去。	减字木兰花·去年今夜
骎骎娇眼开仍，悄无人至还凝伫。	青玉案·庭下石榴花乱吐
慷慨惟平生，俯仰独悲伤。	门有车马客行
乍听得、鸦啼莺弄，惹起新愁无限。	薄幸·青楼春晚
楚江湄，湘娥乍见，无言洒清泪。	绣鸾凤花犯·赋水仙
邮亭无人处，听檐声不断，困眠初熟。	大酺·越调春雨
秋江带雨，寒沙萦水，人瞰画阁愁独。	八归·秋江带雨
零落江南不自由。两绸缪。料得吟鸾夜夜愁。	忆王孙·番阳彭氏小楼作
回首昭阳离落日，伤心铜雀迎秋月。	满江红·代王夫人作
小雨空帘，无人深巷，已早杏花先卖。	夜行船·正月十八日闻卖杏花有感
清愁满眼共谁论。却应台下草，不解忆王孙。	临江仙·登凌歊台感怀
日落波平。愁损辞乡去国人。	采桑子·彭浪矶
料想故园桃李，也应怨月愁风。	清平乐·怀人
待到黄昏月上时，依旧柔肠断。	卜算子·独自上层楼
从臣皆半醉，天子正无愁。	陈后宫
未怪平阳客，双泪落、笛中哀曲。	大酺·越调春雨
雾冷笙箫，风轻环佩，玉锁无人掣。	念奴娇·插天翠柳
雨下飞花花上泪，吹不去，两难禁。	唐多令·寒食
黄昏寒立更披襟，露浥清香悦道心。	白菊杂书四首
辇毂繁华事可伤，师师重老过湖湘。	汴京纪事
谁念迁客归来，老大伤名节。	六么令·次韵和贺方回金陵怀古鄱阳席上作
疲马山中愁日晚，孤舟江上畏春寒。	杜侍御送贡物戏赠
不须更上新亭望，大不如前洒泪时。	挽文丞相
彩扇红牙今都在，恨无人、解听开元曲。	贺新郎·梦冷黄金屋
云山有意，轩裳无计，被西风吹断功名泪。	山坡羊·燕城述怀
客有哀时失职而听者，泪淋浪以沾襟。	幽涧泉
望征路愁迷，离绪难整。	瑞鹤仙·梅
欲写彩笺书别怨。泪痕早已先书满。	蝶恋花·黄菊开时伤聚散
万里无人收白骨，家家城下招魂葬。	征妇怨
春无主！杜鹃啼处，泪洒胭脂雨。	点绛唇·春日风雨有感
淇水昨送泪沾巾，红妆宿昔已应新。	春别诗四首·其三
恨旧愁新。有泪无言对晚春。	减字木兰花·淮山隐隐
秋风吹到江村，正黄昏，寂寞梧桐夜雨不开门。	相见欢·秋风吹到江村
谁知道，断烟禁夜，满城似愁风雨。	永遇乐·璧月初晴
唯烧蒿棘火，愁坐夜待晨。	村居苦寒
非怀北归兴，何用胜羁愁。	洞庭湖阻风赠张十一署·时自阳山徙掾江陵
木落山空天远大，送飞鸿、北去伤怀久。	贺新郎·寄丰真州
想文君望久，倚竹愁生步罗袜。	八归·湘中送胡德华
年年岁岁望中秋，岁岁年年雾雨愁。	癸未八月十四日至十六夜月色皆佳
追亡事、今不见，但山川满目泪沾衣。	木兰花慢·席上送张仲固帅兴元
伫久河桥欲去，斜阳泪满。	三姝媚·过都城旧居有感
新园锁却愁阴，露黄漫委，寒香半亩。	瑞龙吟·送梅津
冠盖满京华，斯人独憔悴。	梦李白二首·其二
孤舟蓑笠翁，独钓寒江雪。	江雪
无言独上西楼，月如钩。	相见欢·无言独上西楼
留连戏蝶时时舞，自在娇莺恰恰啼。	江畔独步寻花·其六
花间一壶酒，独酌无相亲。	月下独酌四首·其一
众鸟高飞尽，孤云独去闲。	独坐敬亭山
昨夜西风凋碧树。独上高楼，望尽天涯路。	蝶恋花·槛菊愁烟兰泣露
白兔捣药秋复春，嫦娥孤栖与谁邻？	把酒问月·故人贾淳令予问之
独出前门望野田，月明荞麦花如雪。	村夜
僵卧孤村不自哀，尚思为国戍轮台。	十一月四日风雨大作二首
独坐幽篁里，弹琴复长啸。	竹里馆
野径云俱黑，江船火独明。	春夜喜雨
无言独上西楼，月如钩。寂寞梧桐深院锁清秋。	相见欢·无言独上西楼
万里悲秋常作客，百年多病独登台。	登高
我歌月徘徊，我舞影零乱。	月下独酌四首·其一
梳洗罢，独倚望江楼。	望江南·梳洗罢
红楼隔雨相望冷，珠箔飘灯独自归。	春雨
亲朋无一字，老病有孤舟。	登岳阳楼
细草微风岸，危樯独夜舟。	旅夜书怀
千里江山寒色远，芦花深处泊孤舟，笛在月明楼。	望江南·闲梦远
暂伴月将影，行乐须及春。	月下独酌四首·其一
月既不解饮，影徒随我身。	月下独酌四首·其一
时见幽人独往来，缥缈孤鸿影。	卜算子·黄州定慧院寓居作
牵牛织女遥相望，尔独何辜限河梁。	燕歌行二首·其一
花开不并百花丛，独立疏篱趣未穷。	寒菊 / 画菊
片云天共远，永夜月同孤。	江汉
旅馆寒灯独不眠，客心何事转凄然。	除夜作
扣舷独啸，不知今夕何夕。	念奴娇·过洞庭
朝来入庭树，孤客最先闻。	秋风引
花前失却游春侣，独自寻芳。	采桑子·花前失却游春侣
夜雨滴空阶，孤馆梦回，情绪萧索。	尾犯·夜雨滴空阶
重阳独酌杯中酒，抱病起登江上台。	九日五首·其一
幽人归独卧，滞虑洗孤清。	感遇十二首
鸿雁在云鱼在水。惆怅此情难寄。	清平乐·红笺小字
惊回千里梦，已三更。起来独自绕阶行。	小重山·昨夜寒蛩不住鸣
乱山残雪夜，孤烛异乡人。	除夜 / 巴山道中除夜书怀 / 除夜有怀
残灯明灭枕头欹，谙尽孤眠滋味。	御街行·秋日怀旧
清秋幕府井梧寒，独宿江城蜡炬残。	宿府
机中锦字论长恨，楼上花枝笑独眠。	春思
十年无梦得还家，独立青峰野水涯。	武夷山中
雨中禁火空斋冷，江上流莺独坐听。	寒食寄京师诸弟
独自上层楼，楼外青山远。	卜算子·独自上层楼
独夜忆秦关，听钟未眠客。	夕次盱眙县
脱衣换得商山酒，笑把离骚独自倾。	清明日独酌
睡起莞然成独笑，数声渔笛在沧浪。	夏日登车盖亭
中秋谁与共孤光。把盏凄然北望。	西江月·世事一场大梦
客心已百念，孤游重千里。	相送
病骨支离纱帽宽，孤臣万里客江干。	病起书怀
更深人去寂静，但照壁孤灯相映。	关河令·秋阴时晴渐向暝
残灯孤枕梦，轻浪五更风。	临江仙·饮散离亭西去
雨暗残灯棋散后，酒醒孤枕雁来初。	齐安郡晚秋
无聊成独卧，弹指韶光过。	菩萨蛮·新寒中酒敲窗雨
妾身独自眠，月圆人未圆。	凭栏人·闺怨
独敲初夜磬，闲倚一枝藤。	北青萝
一觞虽独尽，杯尽壶自倾。	饮酒·其四
当时相候赤栏桥，今日独寻黄叶路。	玉楼春·桃溪不作从容住
那堪好风景，独上洛阳桥。	上洛桥
枯杨枯杨尔生稊，我独七十而孤栖。	雉朝飞
语来江色暮，独自下寒烟。	寻雍尊师隐居
一寸柔肠情几许？薄衾孤枕，梦回人静，彻晓潇潇雨。	青玉案·丝槐烟柳长亭路
以我独沉久，愧君相见频。	喜外弟卢纶见宿
有个娇娆如玉，夜夜绣屏孤宿，闲抱琵琶寻旧曲，远山眉黛绿。	谒金门·春漏促
独自下层楼，楼下蛩声怨。	卜算子·独自上层楼
独睡起来情悄悄，寄愁何处好。	谒金门·风丝袅
独自立瑶阶，透寒金缕鞋。	菩萨蛮·隔花才歇廉纤雨
故山知好在，孤客自悲凉。	临江仙·送王缄
水墨画疏窗，孤影淡潇湘。	木兰花慢·立秋夜雨送梁汾南行
涕零雨面毁形颜，谁能怀忧独不叹。	燕歌行二首·其二
弥伤孤舟夜，远结万里心。	月夜江行 / 旅次江亭
桃今百馀尺，花落成枯枝。	独不见
为容不在貌，独抱孤洁。	疏影·梅影
甚独抱清高，顿成凄楚。	齐天乐·蝉
想边鸿孤唳，砌蛩私语。	扫花游·秋声
独倚阑干凝望远。一川烟草平如剪。	蝶恋花·豆蔻梢头春色浅
此意有谁知，恨与孤鸿远。	生查子·秋来愁更深
何处它年寄此生，山中江上总关情。	院中独坐
独眠林下梦魂好，回首人间忧患长。	捕蝗至浮云岭山行疲苶有怀子由弟二首·其二
遥忆独眠人，早寒惊梦频。	菩萨蛮·山城夜半催金柝
故园今夕是元宵，独向蛮村坐寂寥。	元夕二首
翠钿晓寒轻，独倚秋千无力。	如梦令·满院落花春寂
野桥古梅独卧寒屋角，疏影横斜暗上书窗敲。	九字梅花咏
音尘远，楚天危楼独倚。	月上海棠·斜阳废苑朱门闭
杨柳风柔，海棠月淡，独自倚阑时。	小阑干·去年人在凤凰池
绝顶茅庵里，老衲正孤吟。	水调歌头·题西山秋爽图
谁怜散髻吹笙，天涯芳草关情。	清平乐·孤花片叶
清夜何湛湛，孤烛映兰幕。	铜爵妓
虚牖传寒柝，孤灯照绝编。	除夜长安客舍
绕遍回廊还独坐。月笼云暗重门锁。	蝶恋花·雨霰疏疏经泼火
苜蓿阑干满上林，西风残秣独沉吟。	浣溪沙·题丁兵备丈画马
知君独坐青轩下，此时结念同所怀。	早秋单父南楼酬窦公衡
万里想龙沙，泣孤臣吴越。	石州慢·己酉秋吴兴舟中作
夜喧山门店，独宿不安席。	听嘉陵江水声寄深上人
独抱影儿眠，背看灯花落。	误佳期·闺怨
独立雕栏，谁怜枉度华年。	高阳台·残萼梅酸
小雨湿黄昏。重午佳辰独掩门。	南乡子·端午
倚阑凝望，独立渔翁满江雪。	六么令·次韵和贺方回金陵怀古鄱阳席上作
强整绣衾，独掩朱扉，枕簟为谁铺设。	花心动·春词
最无端处，总把良宵，只恁孤眠却。	尾犯·夜雨滴空阶
山驿凄凉，灯昏人独寝。	清商怨·葭萌驿作
欲笺心事，独语斜阑。	钗头凤·世情薄
送君不相见，日暮独愁绪。	送辛大之鄂渚不及
东山老，可堪岁晚，独听桓筝。	八声甘州·寿阳楼八公山作
星稀河影转，霜重月华孤。	临江仙·试问梅花何处好
孤兔凄凉照水，晓风起、银河西转。	玉漏迟·瓜泾度中秋夕赋
访戴归来，寻梅懒去，独钓无聊。	蟾宫曲·雪
独舞纷如雪，孤飞暧似云。	咏主人壁上画鹤寄乔主簿崔著作
徐郎老，恨断肠声在，离镜孤鸾。	新雁过妆楼·中秋后一夕李方庵月庭延客命小妓过新水令坐间赋词
筹边独坐，岂欲登览快双眸。	水调歌头·题李季允侍郎鄂州吞云楼
空自觉、围羞带减，影怯灯孤。	渡江云·山阴久客一再逢春回忆西杭渺然愁思
春梦醒来么？对春帆细雨，独自吟哦。	望海潮·自题小影
眺听良多感，徙倚独沾襟。	淮阳感秋
谁念文园病客？夜色沉沉，独抱一天岑寂。	夺锦标·七夕
晚来天，空悄然，孤眠，枕檀云髻偏。	河传·花落
含愁独倚闺帏，玉炉烟断香微。	清平乐·春光欲暮
倚篷窗无寐，引杯孤酌。	满江红·自豫章阻风吴城山作
紫塞门孤，金河月冷，恨谁诉？	长亭怨慢·雁
聚散匆匆，云边孤雁，水上浮萍。	柳梢青·送卢梅坡
午枕梦初残，高楼上，独凭阑干。	青杏儿·秋
半壁横江矗起，一舟载雨孤行。	锦堂春·半壁横江矗起
怜夜冷孀娥，相伴孤照。	花犯·谢黄复庵除夜寄古梅枝
今日独来香径里，更无人迹有苔钱。	寒食日重游李氏园亭有怀
轻解罗裳，独上兰舟。	一剪梅·红藕香残玉簟秋
诸君才绝世，独步许谁强。	九日酬诸子
忆共人人睡魂蝶乱，梦鸾孤。	更漏子·烛消红
璇室群酣夜，璜溪独钓时。	题太公钓渭图
玉露金风报素秋，穿针楼上独含愁。	七夕二首·其一
贾传自怜多感慨，东门何意泥孤虚。	送姬仲实隐士北还
独倚危栏，神游无际，天地犹嫌隘。	念奴娇·雪霁夜月中登楼望贺兰山作
顽老情怀，都无欢事，良宵爱幽独。	一寸金·秋感
高斋今夜雨，独卧武昌城。	在武昌作
有客踌躇，古庭空自吊孤影。	齐天乐·中秋宿真定驿
河边独自看星宿，夜织天丝难接续。	七夕曲
平生多感激，忠义非外奖。	酬裴侍御对雨感时见赠
一生傲岸苦不谐，恩疏媒劳志多乖。	答王十二寒夜独酌有怀
剧辛乐毅感恩分，输肝剖胆效英才。	行路难三首
勿言草卉贱，幸宅天池中。	咏新荷应诏
民感桑林雨，云施李靖龙。	雨后送李将军还祠偕同寅饮一杯亭
功名炊黍寻常梦，怪事书空感激人。	西夏重阳
以国为国，以天下为天下。	六亲五法
先天下之忧而忧，后天下之乐而乐	岳阳楼记
夜阑卧听风吹雨，铁马冰河入梦来。	十一月四日风雨大作二首
王师北定中原日，家祭无忘告乃翁。	示儿
人生自古谁无死？留取丹心照汗青。	过零丁洋
苟利国家生死以，岂因祸福避趋之！	赴戍登程口占示家人二首
生平未报国，留作忠魂补。	就义诗
一身报国有万死，双鬓向人无再青。	夜泊水村
位卑未敢忘忧国，事定犹须待阖棺。	病起书怀
中夜四五叹，常为大国忧。	经乱离后天恩流夜郎忆旧游书怀赠江夏韦太守良宰
死去元知万事空，但悲不见九州同。	示儿
胡未灭，鬓先秋。泪空流。	诉衷情·当年万里觅封侯
楼船夜雪瓜洲渡，铁马秋风大散关。	书愤五首·其一
朱门沉沉按歌舞，厩马肥死弓断弦。	关山月
千年史册耻无名，一片丹心报天子。	金错刀行
却将万字平戎策，换得东家种树书。	鹧鸪天·有客慨然谈功名因追念少年时事戏作
天下英雄谁敌手？曹刘。生子当如孙仲谋。	南乡子·登京口北固亭有怀
了却君王天下事，赢得生前身后名。	破阵子·为陈同甫赋壮词以寄之
想当年，金戈铁马，气吞万里如虎。	永遇乐·京口北固亭怀古
生当作人杰，死亦为鬼雄。	夏日绝句
归来报名主，恢复旧神州。	送紫岩张先生北伐
路漫漫其修远兮，吾将上下而求索。	离骚
烈士暮年，壮心不已。	龟虽寿 / 神龟虽寿
黄沙百战穿金甲，不破楼兰终不还。	从军行七首·其四
醉卧沙场君莫笑，古来征战几人回？	凉州词二首·其一
欲为圣明除弊事，肯将衰朽惜残年。	左迁至蓝关示侄孙湘
只解沙场为国死，何须马革裹尸还。	出塞
商女不知亡国恨，隔江犹唱后庭花。	泊秦淮
入则无法家拂士，出则无敌国外患者，国恒亡。	生于忧患，死于安乐
历览前贤国与家，成由勤俭破由奢。	咏史二首·其二
何处望神州？满眼风光北固楼。	南乡子·登京口北固亭有怀
身既死兮神以灵，魂魄毅兮为鬼雄。	九歌·国殇
臣子恨，何时灭！驾长车，踏破贺兰山缺。	满江红·写怀
臣心一片磁针石，不指南方不肯休。	扬子江
呜呼！楚虽三户能亡秦，岂有堂堂中国空无人！	金错刀行
诚既勇兮又以武，终刚强兮不可凌。	九歌·国殇
泽国江山入战图，生民何计乐樵苏。	己亥岁二首·僖宗广明元年
愿得此身长报国，何须生入玉门关。	塞上曲二首·其二
带长剑兮挟秦弓，首身离兮心不惩。	九歌·国殇
操吴戈兮被犀甲，车错毂兮短兵接。	九歌·国殇
故国神游，多情应笑我，早生华发。	念奴娇·赤壁怀古
家国兴亡自有时，吴人何苦怨西施。	西施
六朝文物草连空，天淡云闲今古同。	题宣州开元寺水阁阁下宛溪夹溪居人
旌蔽日兮敌若云，矢交坠兮士争先。	九歌·国殇
杀人亦有限，列国自有疆。	前出塞九首·其六
时危见臣节，世乱识忠良。	代出自蓟北门行
多少六朝兴废事，尽入渔樵闲话。	离亭燕·一带江山如画
霾两轮兮絷四马，援玉枹兮击鸣鼓。	九歌·国殇
天时怼兮威灵怒，严杀尽兮弃原野。	九歌·国殇
诗界千年靡靡风，兵魂销尽国魂空。	读陆放翁集
祖国沉沦感不禁，闲来海外觅知音。	鹧鸪天·祖国沉沦感不禁
胸中有誓深于海，肯使神州竟陆沉？	二砺
小来思报国，不是爱封侯。	送人赴安西
中原事业如江左，芳草何须怨六朝。	秣陵怀古
报国无门空自怨，济时有策从谁吐。	满江红·送李御带珙
金瓯已缺总须补，为国牺牲敢惜身！	鹧鸪天·祖国沉沦感不禁
国亡身殒今何有，只留离骚在世间。	和端午
南渡君臣轻社稷，中原父老望旌旗。	岳鄂王墓
梦绕边城月，心飞故国楼。	太原早秋
投躯报明主，身死为国殇。	代出自蓟北门行
堂上谋臣尊俎，边头将士干戈。	西江月·堂上谋臣尊俎
为问花何在，夜来风雨，葬楚宫倾国。	六丑·落花
形胜三分国，波流万世功。	江间作四首·其三
缟素酬家国，戈船决死生！	即事
忘身辞凤阙，报国取龙庭。	送赵都督赴代州得青字
放逐肯消亡国恨？岁时犹动楚人哀！	三闾祠
同来不得同归去，故国逢春一寂寥！	宣州送裴坦判官往舒州时牧欲赴官归京
白马金鞍从武皇，旌旗十万宿长杨。	青楼曲二首
汉家君臣欢宴终，高议云台论战功。	少年行四首
天子临轩赐侯印，将军佩出明光宫。	少年行四首
地下千年骨，谁为辅佐臣。	咏史 / 和蕃
汉家天子今神武，不肯和亲归去来。	凉州词二首
十年驱驰海色寒，孤臣于此望宸銮。	望阙台
北极怀明主，南溟作逐臣。	途中寒食题黄梅临江驿寄崔融
可怜报国无路，空白一分头。	水调歌头·登多景楼
只有精忠能报国，更无乐土可为家。	元旦口占用柳亚子怀人韵
少年射虎名豪，等闲赤羽千夫膳。	水龙吟·从商帅国器猎于南阳同仲泽鼎玉赋此
起望衣冠神州路，白日销残战骨。	贺新郎·用前韵送杜叔高
谁料苏卿老归国，茂陵松柏雨萧萧。	茂陵
平生端有活国计，百不一试薶九京。	送范德孺知庆州
汉臣曾此作缧囚，茹血衣毛十九秋。	咏北海
既秉上皇心，岂屑末代诮。	七里濑
范增一去无谋主，韩信原来是逐臣。	乌江项王庙
予若洞庭叶，随波送逐臣。	送郄昂谪巴中
今日楼台鼎鼐，明年带砺山河。	西江月·堂上谋臣尊俎
如何亡国恨，尽在大江东！	秣陵
荆山长号泣血人，忠臣死为刖足鬼。	鞠歌行
玉梅消瘦，恨东皇命薄。	传言玉女·钱塘元夕
但将千岁叶，常奉万年杯。	奉和元日赐群臣柏叶应制
万国奔腾，两宫幽陷，此恨何时雪。	念奴娇·炎精中否
中心愿，平虏保民安国。	满江红·喜遇重阳
无边家国事，并入双蛾翠。	菩萨蛮·寄女伴
尚忆先朝多乐事，孝皇曾为两宫开。	元夕二首
埋没钱塘歌吹里，当年却是皇都。	临江仙·埋没钱塘歌吹里
惟有年时芳俦在，一例差池双剪。	金缕曲·丁未五月归国旋复东渡却寄沪上诸君子
蜀魂飞绕百鸟臣，夜半一声山竹裂。	冬青花
闻道皇华使，方随皂盖臣。	送李判官赴东江
婿为燕国王，身被诏狱加。	秦女休行
且凭天子怒，复倚将军雄。	塞下曲
谁分去来乡国事，凄然，曾是承平两少年。	南乡子·己巳三月自郡城归乡过区菶吾西园话旧
不见穿针妇，空怀故国楼。	他乡七夕
故国梅花归梦，愁损绿罗裙。	南浦·旅怀
奇谋报国，可怜无用，尘昏白羽。	水龙吟·放船千里凌波去
去国十年老尽、少年心。	虞美人·宜州见梅作
纷披乍依迥，掣曳或随风。	咏兴国寺佛殿前幡
相州昼锦堂厨酝，卫国淇川岸竹萌。	雅志小饮适宽仲送相州法酝并竹萌同至
四牡何时入，吾君忆履声。	奉和圣制送尚书燕国公赴朔方
倚高寒、愁生故国，气吞骄虏。	贺新郎·寄李伯纪丞相
器乏雕梁器，材非构厦材。	奉和元日赐群臣柏叶应制
天与三台座，人当万里城。	奉和圣制送尚书燕国公赴朔方
问元戎早晚，鸣鞭径去，解天山箭。	水龙吟·从商帅国器猎于南阳同仲泽鼎玉赋此
山甫归应疾，留侯功复成。	奉和圣制送尚书燕国公赴朔方
宠锡从仙禁，光华出汉京。	奉和圣制送尚书燕国公赴朔方
欲诉奇愁无可诉，算兴亡、已惯司空见。	金缕曲·丁未五月归国旋复东渡却寄沪上诸君子
余亦赴京国，何当献凯还。	送陈七赴西军
若顺吾皇意，即无臣子心。	送迁客
扈跸老臣身万里，天寒来此听江声！	龙兴寺吊少陵先生寓居
素臣称有道，守在於四夷。	塞上曲
为奏薰琴唱，仍题宝剑名。	奉和圣制送尚书燕国公赴朔方
野臣潜随击壤老，日下鼓腹歌可封。	元日早朝行
咸言上国繁华，岂谓帝城羁旅。	秋日思旧山
秋送新鸿哀破国，昼行饥虎齧空林。	二砺
犹怜惯去国，疑是梦还家。	岁晚还京台望城阙成口号先赠交亲
天意眷我中兴，吾皇神武，踵曾孙周发。	念奴娇·炎精中否
嫦娥应悔偷灵药，碧海青天夜夜心。	嫦娥
提笼忘采叶，昨夜梦渔阳。	春闺思
春风得意马蹄疾，一日看尽长安花。	登科后
人生若只如初见，何事秋风悲画扇。	木兰词·拟古决绝词柬友
寻寻觅觅，冷冷清清，凄凄惨惨戚戚。	声声慢·寻寻觅觅
满地黄花堆积。憔悴损，如今有谁堪摘？	声声慢·寻寻觅觅
天阶夜色凉如水，卧看牵牛织女星。	秋夕
此情无计可消除，才下眉头，却上心头。	一剪梅·红藕香残玉簟秋
庭院深深深几许，杨柳堆烟，帘幕无重数。	蝶恋花·庭院深深深几许
玉勒雕鞍游冶处，楼高不见章台路。	蝶恋花·庭院深深深几许
女也不爽，士贰其行。士也罔极，二三其德。	氓
三岁为妇，靡室劳矣。夙兴夜寐，靡有朝矣。	氓
淇则有岸，隰则有泮。	氓
白头宫女在，闲坐说玄宗。	行宫
何日平胡虏，良人罢远征。	子夜吴歌·秋歌
几度红窗，误认鸣镳。断肠风月可怜宵。	一剪梅·堆枕乌云堕翠翘
春风不相识，何事入罗帏。	春思
夜深风竹敲秋韵。万叶千声皆是恨。	玉楼春·别后不知君远近
细雨梦回鸡塞远，小楼吹彻玉笙寒。	摊破浣溪沙·菡萏香销翠叶残
回廊四合掩寂寞，碧鹦鹉对红蔷薇。	日射
